Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDK50,OUT049,2754.7937
FDG31,OUT045,982.4697
FDC60,OUT045,1527.0304
FDL36,OUT013,1517.2661
FDP21,OUT013,3207.0188
FDW16,OUT045,1359.2401
FDX02,OUT017,4142.36
FDQ58,OUT027,3683.9575
FDT51,OUT046,1729.7595
FDD59,OUT049,1321.981
NCM42,OUT018,1399.662
FDA57,OUT018,536.4674
FDZ48,OUT035,1777.0203
FDE46,OUT045,2123.4924
NCZ30,OUT019,424.32385
FDB56,OUT017,3181.5361
FDA25,OUT027,2836.1494
FDD20,OUT013,2146.108
FDL25,OUT013,1431.9794
NCO18,OUT049,2986.2095
FDJ45,OUT017,643.88855
FDR12,OUT035,3090.3154
NCF19,OUT010,26.78575
FDK25,OUT046,2831.372
NCR17,OUT046,1848.6519
FDC52,OUT046,2518.0364
NCA54,OUT017,3152.5144
FDR45,OUT010,604.4394
NCM19,OUT049,2011.3865
FDF39,OUT027,5497.4624
FDX23,OUT049,1491.9655
FDD58,OUT027,2657.0486
FDX28,OUT013,1764.6517
NCD31,OUT013,2553.4043
FDU57,OUT018,2215.0515
FDI27,OUT046,670.153
NCM42,OUT046,1705.7537
FDD32,OUT027,2142.7192
FDI34,OUT013,3662.8596
NCM29,OUT049,2224.9678
FDG46,OUT018,1550.0562
DRC01,OUT010,33.42551
FDB15,OUT027,5496.833
NCA17,OUT027,3631.456
FDF10,OUT046,2482.4324
FDR26,OUT027,4491.1777
FDI02,OUT049,1869.641
NCM54,OUT010,308.86273
FDF14,OUT013,2461.973
FDJ33,OUT010,358.25024
FDM20,OUT035,4067.7744
FDC03,OUT027,5312.344
NCX05,OUT046,1992.5865
NCM41,OUT027,2785.313
NCU29,OUT010,347.18576
FDQ59,OUT017,1382.5278
FDH46,OUT010,235.07979
FDH09,OUT013,769.682
NCD06,OUT045,801.60974
FDC15,OUT035,2627.2344
DRD37,OUT027,1191.4645
FDT28,OUT027,3486.941
FDR28,OUT027,4258.869
FDT38,OUT017,1340.758
FDV34,OUT027,1921.5973
FDY52,OUT035,1080.6864
FDB34,OUT013,1325.9077
DRL23,OUT018,1359.2467
DRB24,OUT046,2377.8257
FDJ50,OUT046,849.27356
FDQ49,OUT035,2657.119
FDP20,OUT035,2057.6492
FDV19,OUT027,4296.833
NCR54,OUT045,2839.8455
FDO09,OUT010,459.24643
FDS57,OUT018,1923.9293
FDN10,OUT049,1862.9779
FDV23,OUT049,2049.0479
FDY28,OUT049,3592.0671
DRG51,OUT013,2667.323
FDD45,OUT019,220.95634
NCL18,OUT027,4537.6045
NCM29,OUT013,2092.9724
FDF17,OUT027,4787.4385
FDE22,OUT017,2708.2793
FDQ22,OUT017,698.1311
FDS01,OUT013,3025.8303
FDW35,OUT027,1072.7572
FDJ33,OUT046,2154.0242
NCF54,OUT035,3208.3823
FDE09,OUT013,1721.6272
NCE06,OUT045,2221.813
DRH49,OUT049,1139.8064
FDY43,OUT045,2578.4976
NCT05,OUT017,4030.0415
FDZ34,OUT045,3065.2068
FDL38,OUT017,1469.4882
FDZ31,OUT017,3399.0798
FDR14,OUT035,896.74023
NCN54,OUT049,1206.3744
NCC42,OUT027,3494.2407
FDK08,OUT017,1562.5205
FDP59,OUT013,1235.1792
FDV22,OUT035,2917.4397
FDD33,OUT035,3571.8757
DRE60,OUT027,6195.1685
FDK52,OUT046,3653.021
FDA02,OUT017,2507.436
FDM56,OUT049,1659.9421
FDE57,OUT035,2321.4626
FDM32,OUT045,1167.133
NCQ30,OUT027,3008.7659
FDQ27,OUT027,2789.889
FDT60,OUT027,3335.607
FDU43,OUT049,4017.8809
NCO55,OUT035,1737.5559
FDG02,OUT045,2429.3293
FDJ28,OUT013,3391.9373
FDP40,OUT045,1761.4932
FDJ38,OUT045,3194.6863
NCC54,OUT017,3766.2554
NCZ41,OUT046,1982.8143
FDK38,OUT019,403.97964
FDU52,OUT013,2319.5608
FDC40,OUT046,1225.1449
NCR30,OUT017,1219.4528
NCN18,OUT017,1994.7511
FDB50,OUT035,1334.6697
FDG04,OUT013,2941.4663
FDR26,OUT035,2659.7393
NCT17,OUT018,2975.0017
FDX35,OUT027,5674.8
FDS12,OUT046,2187.2942
NCZ29,OUT027,3393.8557
FDB38,OUT010,420.5635
FDP12,OUT013,573.0273
FDP22,OUT046,807.7312
FDS26,OUT018,3976.5442
FDR52,OUT046,3335.5479
DRJ13,OUT046,2723.7324
FDU48,OUT027,3194.7239
FDE29,OUT035,1083.5009
NCT29,OUT049,2067.432
DRK37,OUT018,3456.5063
FDK55,OUT046,1246.1389
FDR07,OUT046,1389.503
FDO21,OUT027,4797.2715
FDK46,OUT049,5209.321
FDB12,OUT045,1665.5365
FDT31,OUT027,4433.529
FDJ33,OUT045,1931.8999
FDC26,OUT027,2756.8406
NCQ02,OUT045,2823.2305
FDP08,OUT010,587.46686
FDB11,OUT027,5601.5947
FDV55,OUT013,2543.0598
FDW20,OUT049,1909.5165
NCJ18,OUT019,344.9831
FDC41,OUT018,950.24896
FDE14,OUT027,2797.5017
FDG35,OUT013,2403.8481
FDF45,OUT035,997.8794
FDS19,OUT027,2343.423
FDS58,OUT019,403.7194
FDA26,OUT017,3632.7532
FDM32,OUT049,1251.1088
FDL45,OUT046,2079.1282
FDZ55,OUT049,2705.6487
FDY37,OUT049,2288.9114
FDO46,OUT046,2559.9116
FDQ60,OUT046,1953.8682
FDA19,OUT018,1792.746
FDL15,OUT046,2447.3857
FDM10,OUT018,2977.6272
NCL05,OUT017,769.8617
DRK49,OUT010,53.370895
NCE18,OUT027,6229.313
FDG40,OUT049,639.08624
DRI59,OUT045,3962.9802
FDK28,OUT035,4373.223
NCD06,OUT019,71.04594
FDO11,OUT019,648.7425
FDK27,OUT046,1840.1722
FDT43,OUT027,1480.0093
FDD38,OUT018,1513.2433
FDA16,OUT049,3717.1729
FDL14,OUT027,3724.8435
NCM17,OUT049,748.57404
FDD20,OUT045,2055.631
FDA40,OUT045,1407.536
FDL43,OUT045,1205.9343
FDV15,OUT045,1835.2627
FDE52,OUT046,1471.1609
NCL17,OUT010,341.5807
NCJ31,OUT045,3460.6868
FDR60,OUT045,1281.6498
NCA18,OUT035,1840.5082
FDS21,OUT027,1758.8594
FDW09,OUT035,1410.3973
FDL26,OUT035,2594.704
FDS47,OUT018,1242.6477
FDC39,OUT046,3207.5933
FDT51,OUT035,1801.7974
FDK40,OUT035,4624.6367
NCG19,OUT045,3431.4268
FDZ07,OUT046,926.8656
FDF08,OUT027,2573.4495
FDO04,OUT013,893.9479
FDK41,OUT018,1161.9059
FDP15,OUT049,4836.633
NCD43,OUT018,1440.6665
NCP18,OUT013,2311.3438
FDZ51,OUT046,1518.2351
DRH13,OUT035,1763.29
FDF38,OUT045,603.8217
NCI43,OUT045,767.86835
FDM38,OUT027,1720.4534
FDS03,OUT013,1060.5255
DRJ47,OUT017,2796.7773
FDT50,OUT010,197.99608
FDV02,OUT046,2926.1467
NCG18,OUT017,1768.7123
FDW52,OUT046,2725.3826
FDS40,OUT035,643.0892
FDN31,OUT017,3166.1128
FDA37,OUT045,1895.6448
FDA15,OUT046,4223.596
FDL39,OUT046,3023.7175
FDJ53,OUT045,1800.4686
FDX22,OUT013,4012.1438
NCZ42,OUT045,3803.273
FDD56,OUT027,4486.4404
FDD40,OUT017,3451.4587
FDS50,OUT013,3579.3335
NCN14,OUT013,3236.3562
FDT15,OUT013,3149.2744
NCS18,OUT027,2902.7986
NCO26,OUT010,299.60013
FDF58,OUT018,831.88745
NCB19,OUT013,1371.0402
FDH26,OUT017,2171.227
DRB24,OUT027,3996.5862
FDA49,OUT018,1044.22
FDB32,OUT045,1327.9712
FDI36,OUT017,3470.8655
NCA17,OUT010,324.3041
FDH22,OUT013,1998.325
NCM26,OUT018,2490.6238
FDT15,OUT027,5298.851
FDB16,OUT018,1201.8945
NCP54,OUT027,3530.3328
FDJ36,OUT013,1680.6228
FDO28,OUT045,1628.4543
FDU09,OUT013,842.02386
FDF29,OUT017,2218.5793
FDY08,OUT013,2328.2117
DRJ59,OUT018,321.01505
FDT23,OUT027,2152.0247
FDU15,OUT018,387.17288
FDT47,OUT013,1976.8186
FDI53,OUT019,642.6754
FDR59,OUT018,3536.4385
FDD53,OUT035,693.12274
FDY51,OUT017,3655.7349
FDT04,OUT049,597.5492
FDU51,OUT049,3124.503
FDG14,OUT035,2646.984
NCU06,OUT045,4460.607
DRG25,OUT046,3177.382
DRH49,OUT035,1217.677
FDN15,OUT035,2265.7556
FDL43,OUT018,947.0402
NCT18,OUT049,3414.9268
NCB31,OUT013,3953.7773
FDK57,OUT035,1876.374
FDY04,OUT019,456.2758
NCP54,OUT046,2067.574
FDF41,OUT013,3837.0393
FDM01,OUT045,1644.9138
FDW03,OUT045,1703.2627
FDF28,OUT045,1886.8665
FDY37,OUT017,2327.0938
FDQ03,OUT017,3597.0432
FDP51,OUT027,2873.6013
FDJ40,OUT017,1919.6096
FDC32,OUT049,1366.0643
DRI49,OUT027,2348.2275
NCW54,OUT017,1012.0973
FDF09,OUT017,626.04736
FDP45,OUT018,3276.876
DRJ23,OUT018,2859.6538
FDS59,OUT017,1853.2444
FDY08,OUT046,2160.7117
FDX16,OUT049,2430.1687
FDY16,OUT018,2838.2573
FDK32,OUT035,2703.4216
FDQ22,OUT013,682.16187
NCC31,OUT018,2192.7034
FDG58,OUT049,2392.318
DRF48,OUT013,2994.5068
DRH36,OUT049,1228.2592
NCR30,OUT035,1125.6799
FDB03,OUT019,656.77484
FDZ28,OUT027,3059.786
FDR35,OUT017,3151.846
DRD15,OUT027,5487.5234
FDJ33,OUT019,361.60233
FDA56,OUT010,334.02792
FDP56,OUT046,683.623
NCT30,OUT046,868.0262
FDK15,OUT017,1679.0273
FDH44,OUT018,2162.201
FDV01,OUT013,2275.5713
DRG03,OUT017,2522.6865
FDG50,OUT027,2505.6606
FDR16,OUT010,603.6469
FDZ60,OUT046,1513.1611
DRG03,OUT045,2421.8857
FDS56,OUT018,4075.6157
FDU33,OUT045,801.7169
DRD27,OUT035,1686.5852
FDW22,OUT046,3531.283
DRA24,OUT045,2403.4392
FDF38,OUT049,629.725
FDX48,OUT013,2583.6829
FDS58,OUT018,2299.2976
FDC32,OUT046,1532.244
NCQ29,OUT045,3071.1748
DRK39,OUT018,1209.299
NCS38,OUT017,2071.5251
DRO47,OUT013,1824.5
DRG27,OUT027,1238.4132
FDC57,OUT027,5226.3525
FDS55,OUT046,2320.135
NCJ06,OUT018,1648.1962
FDO01,OUT019,256.06787
NCM55,OUT045,2989.4412
FDC52,OUT049,2680.6194
FDQ15,OUT045,1047.8909
NCT30,OUT027,1382.3315
NCR42,OUT027,956.05206
FDD28,OUT035,914.1795
FDQ34,OUT049,1792.7178
FDZ12,OUT027,3594.1982
DRE13,OUT019,254.43033
NCN07,OUT019,376.64874
FDM28,OUT035,3295.9893
FDI10,OUT017,3080.2246
FDQ25,OUT013,2673.098
FDA38,OUT010,440.01428
DRI13,OUT049,3677.898
FDY20,OUT027,2561.715
NCZ53,OUT035,3257.7751
NCM31,OUT013,2587.8845
DRB01,OUT017,2945.405
DRF37,OUT046,3979.118
NCF42,OUT049,2905.2834
FDF16,OUT018,1971.0854
FDB41,OUT013,787.00946
FDR34,OUT013,4059.7175
FDR15,OUT018,2075.3406
NCV42,OUT019,288.59772
FDW51,OUT035,3620.3596
FDU36,OUT017,1650.1195
FDX60,OUT049,1370.3562
FDY03,OUT035,1890.2611
FDW55,OUT045,3579.1235
FDT01,OUT010,739.94086
FDG58,OUT013,2466.9365
FDK21,OUT017,4932.635
NCS41,OUT019,371.06284
FDS10,OUT045,3009.2295
NCT53,OUT046,2621.6545
FDJ28,OUT018,2958.2268
FDX44,OUT045,1217.4188
FDT20,OUT018,484.59106
FDO44,OUT017,1751.336
NCX17,OUT049,3883.9863
FDY01,OUT017,1985.3197
FDJ12,OUT027,5915.707
DRK35,OUT018,290.13028
FDD47,OUT019,506.25577
NCM53,OUT035,1702.823
FDO45,OUT013,1288.6892
NCM42,OUT010,323.80515
FDE04,OUT046,2907.1511
NCI30,OUT027,5674.33
FDZ19,OUT013,2748.0027
FDW57,OUT013,2955.84
FDA25,OUT013,1738.0137
FDT22,OUT046,976.9686
FDP51,OUT013,1722.4962
FDD48,OUT027,2982.8364
FDY39,OUT035,3841.3538
FDO48,OUT010,667.52704
FDD23,OUT027,5402.711
DRN35,OUT027,945.646
FDT01,OUT035,3649.507
FDC20,OUT010,96.093025
DRJ35,OUT035,1008.84937
FDB32,OUT046,1772.0286
FDL24,OUT046,3211.231
NCV42,OUT035,1967.667
FDZ46,OUT046,1714.299
FDC15,OUT013,2442.8813
FDD08,OUT019,13.125974
FDY50,OUT049,1323.1953
FDD36,OUT013,2001.7476
FDG57,OUT027,1292.1796
FDL21,OUT018,430.65012
FDN16,OUT027,2646.9543
FDJ09,OUT027,1304.0576
FDS01,OUT010,361.964
FDV33,OUT017,4147.553
DRE12,OUT017,1811.6327
FDR07,OUT013,1271.5199
FDP48,OUT010,557.33875
NCB55,OUT035,872.0722
FDQ08,OUT013,827.8562
FDR34,OUT035,4396.953
FDO33,OUT046,1781.3423
FDP13,OUT045,710.58014
FDX12,OUT049,4199.816
NCT06,OUT049,2950.6855
FDR16,OUT019,673.1194
FDE36,OUT046,3136.1519
FDZ36,OUT049,3304.3142
FDV13,OUT045,1434.7793
NCZ17,OUT035,719.1648
FDU56,OUT045,3155.4683
FDM09,OUT035,2892.8792
FDV02,OUT017,3196.8496
FDS34,OUT018,1558.0625
FDA11,OUT049,1590.6903
FDP09,OUT017,4180.8643
FDB29,OUT027,3100.148
FDT19,OUT017,3096.0342
DRH15,OUT017,755.7695
FDY38,OUT046,3322.525
FDF14,OUT027,3812.9712
FDN48,OUT010,249.91016
FDQ12,OUT013,3793.9478
NCJ43,OUT045,2844.0842
FDE17,OUT019,323.1575
FDB05,OUT035,4014.5522
FDH10,OUT045,1984.1232
NCR06,OUT017,898.4532
FDU32,OUT018,1752.4211
FDD56,OUT049,2918.2212
FDO36,OUT018,2667.2524
FDH16,OUT010,207.79626
FDX10,OUT018,395.14032
FDZ37,OUT017,1550.2987
FDU31,OUT010,577.3017
DRC49,OUT049,2294.1858
FDL15,OUT045,2253.294
FDN32,OUT019,675.87775
DRH59,OUT027,2069.4507
NCU29,OUT049,2595.396
FDR37,OUT019,765.3813
FDS14,OUT018,2403.4822
FDU02,OUT027,6056.055
FDJ08,OUT035,3158.987
NCZ06,OUT045,3243.068
FDO31,OUT049,1329.1385
FDH31,OUT018,1403.1931
FDS58,OUT017,2897.8733
NCA53,OUT027,1256.484
FDF50,OUT046,2776.3523
NCW42,OUT049,3863.405
NCQ17,OUT045,2532.8933
FDK51,OUT018,3899.4917
NCW41,OUT010,498.25278
NCR29,OUT017,911.2757
FDB08,OUT019,393.52164
FDA40,OUT027,2435.9912
FDL14,OUT018,2272.5342
FDB47,OUT046,3584.621
FDO03,OUT035,4504.027
DRK13,OUT019,421.33398
FDX13,OUT010,690.9466
FDF52,OUT046,3086.662
FDT11,OUT013,3012.76
FDB08,OUT013,2500.013
FDQ28,OUT018,2105.9678
FDD29,OUT045,3858.809
NCQ29,OUT027,6416.213
NCO02,OUT013,979.80383
FDR56,OUT010,583.58124
NCM54,OUT049,2123.8606
FDP51,OUT035,1943.3899
FDT38,OUT013,1314.4822
FDZ20,OUT018,3371.7217
FDJ53,OUT013,1983.36
FDX13,OUT049,4263.479
FDP58,OUT035,3972.889
NCK31,OUT019,118.939835
FDA35,OUT018,1748.2974
FDV37,OUT018,2784.4758
NCO07,OUT027,4572.4844
FDA20,OUT045,3043.2651
FDZ59,OUT035,2833.652
NCY17,OUT017,659.8783
FDQ28,OUT035,2620.5095
FDV35,OUT017,2384.8906
FDQ36,OUT013,612.04675
FDD34,OUT018,2419.4265
FDK51,OUT045,4153.9614
FDV31,OUT035,2756.3083
FDR04,OUT035,1646.0388
FDR14,OUT049,792.5873
DRC36,OUT010,448.87762
FDE39,OUT019,187.48288
FDP57,OUT049,1661.0568
FDE57,OUT046,2126.8757
NCN18,OUT046,2046.6558
NCQ05,OUT018,2306.6604
FDW47,OUT035,2090.535
FDV46,OUT035,2441.606
NCP29,OUT045,1028.5356
FDE09,OUT018,1545.4364
NCU06,OUT027,5980.296
FDT19,OUT010,467.61575
DRF15,OUT017,2410.3772
DRI51,OUT013,2901.309
NCX54,OUT013,1708.2643
DRE01,OUT013,3962.2146
NCB07,OUT045,2769.6362
FDU50,OUT035,1684.0992
FDG40,OUT035,710.7043
FDW10,OUT018,2604.5886
FDX51,OUT013,3095.8757
NCP17,OUT045,1033.5208
FDP21,OUT035,3436.3872
FDL04,OUT045,1497.3088
FDV23,OUT013,2028.2615
FDF24,OUT046,1246.033
FDH56,OUT027,2736.7869
FDB51,OUT049,955.0126
FDI58,OUT027,2669.5857
FDR20,OUT013,668.3597
FDC51,OUT018,1761.383
FDB16,OUT027,2455.1465
FDE40,OUT049,934.42444
NCM17,OUT035,753.6446
FDU56,OUT035,3535.3406
FDS32,OUT019,347.69034
FDX02,OUT049,4038.093
FDT39,OUT027,3697.3499
FDE35,OUT017,1007.4057
NCI42,OUT019,702.7903
DRL23,OUT046,1588.133
FDA10,OUT046,1934.6116
FDA11,OUT013,1414.5437
NCM06,OUT046,2487.3787
NCT05,OUT035,3916.7786
NCQ02,OUT010,324.25116
NCY06,OUT049,2282.526
FDY56,OUT035,3998.0154
FDL02,OUT035,1713.929
NCI06,OUT035,3099.9111
FDQ14,OUT045,2271.718
FDQ12,OUT017,3828.4448
FDP36,OUT046,813.7148
FDK21,OUT027,6141.5273
FDO40,OUT045,2408.9583
NCK54,OUT019,414.27826
FDY09,OUT018,2605.1033
NCW30,OUT049,4646.9688
NCC55,OUT027,1115.638
FDE58,OUT018,1409.6028
FDR39,OUT013,3392.393
FDU28,OUT049,2975.804
FDH08,OUT017,3860.058
FDG35,OUT045,1993.133
FDG22,OUT049,698.8652
FDC34,OUT035,2818.1653
FDP15,OUT018,3919.8054
FDK34,OUT010,520.17114
FDU45,OUT035,1990.7247
FDQ04,OUT027,1010.2025
FDX22,OUT018,3283.7058
FDB45,OUT017,1544.3727
NCH43,OUT027,4542.431
DRE60,OUT046,3860.2593
FDD17,OUT027,6614.5737
NCM54,OUT017,2122.9795
NCH55,OUT013,1906.6078
NCT06,OUT017,2812.5625
FDA48,OUT027,5942.191
FDY58,OUT027,5986.8467
FDO25,OUT045,3487.4062
FDN50,OUT045,1523.4637
FDH35,OUT035,2659.0828
FDK09,OUT045,3942.9976
FDO16,OUT013,1470.3276
FDW11,OUT045,1004.2948
FDU47,OUT027,3476.651
NCQ42,OUT010,229.75279
FDK55,OUT027,2371.0261
FDN08,OUT049,1968.4504
FDT57,OUT045,3649.3894
FDJ12,OUT018,3254.0596
DRL59,OUT017,861.16754
NCN53,OUT046,874.94385
FDO51,OUT010,90.093506
FDK56,OUT017,3115.0203
FDY12,OUT035,1014.08417
FDU15,OUT035,787.62244
FDQ19,OUT046,3768.9146
DRF15,OUT045,2270.7214
DRE25,OUT019,222.85199
FDK57,OUT018,1611.326
FDD33,OUT010,281.1188
FDR34,OUT027,6221.011
FDU04,OUT045,1998.8809
FDE35,OUT019,92.80775
NCD31,OUT035,2904.906
FDJ56,OUT035,1796.6339
NCU53,OUT046,2619.84
FDD39,OUT035,3580.5383
NCU17,OUT019,250.73093
FDJ20,OUT046,2162.9297
NCW41,OUT018,2269.0386
FDL52,OUT035,707.0642
FDS39,OUT035,2357.9177
DRJ47,OUT045,2525.4978
FDP13,OUT010,48.25107
DRK39,OUT010,296.32538
FDF28,OUT010,266.4239
FDB09,OUT045,1918.657
FDM51,OUT046,1381.974
DRM49,OUT018,716.598
DRF23,OUT013,2693.997
DRH01,OUT035,2986.5981
FDH12,OUT027,2642.0527
FDA28,OUT019,346.35123
FDW37,OUT018,1133.514
FDF02,OUT046,1664.5873
DRL37,OUT046,601.4607
NCF43,OUT046,2189.96
FDH08,OUT010,653.6639
FDR34,OUT019,891.07526
NCK19,OUT049,3279.388
NCD55,OUT018,390.2005
FDT27,OUT049,3133.8345
FDQ57,OUT045,2211.6636
FDA47,OUT035,2821.4453
DRG15,OUT027,1572.9233
FDE05,OUT018,2237.255
FDN46,OUT046,1730.4929
FDX27,OUT027,2524.7383
FDT51,OUT045,1499.77
FDU33,OUT013,756.87476
FDJ16,OUT027,1789.1149
FDD20,OUT019,332.0594
FDT36,OUT049,625.69696
DRF15,OUT027,3422.0361
FDN52,OUT010,235.10695
FDC22,OUT027,5370.517
FDX15,OUT045,2660.8567
FDT13,OUT013,3521.0112
FDU04,OUT017,2274.0469
FDU31,OUT019,581.1516
FDW59,OUT027,2421.573
NCO29,OUT046,2436.468
FDL15,OUT035,2627.6255
FDI41,OUT049,2462.4817
FDQ48,OUT049,1646.4758
DRI39,OUT013,970.6464
FDI08,OUT013,4247.5723
FDC21,OUT049,1851.1763
FDF58,OUT035,1119.8335
FDS08,OUT010,362.35544
FDE47,OUT045,1951.2268
NCP18,OUT019,361.5141
NCR41,OUT013,1400.1353
FDA27,OUT013,3851.0718
FDA43,OUT035,3255.1545
FDA49,OUT045,1176.71
NCE55,OUT018,2769.7925
DRM49,OUT027,1110.25
FDF22,OUT027,5517.3887
FDQ15,OUT018,1064.8708
NCS54,OUT017,3202.4243
NCY05,OUT013,525.62836
FDR45,OUT046,3868.9875
FDK57,OUT049,1984.4492
FDF41,OUT010,973.51794
FDV21,OUT046,2003.6035
FDD51,OUT046,651.654
FDF33,OUT046,1804.3718
FDA38,OUT046,3641.0105
FDR56,OUT045,3199.8887
NCN41,OUT017,2000.7354
FDC60,OUT027,2557.9746
FDB47,OUT045,3418.778
DRH01,OUT013,2813.8853
FDW08,OUT046,1571.7402
FDF38,OUT027,1148.0264
FDY32,OUT017,2705.843
FDG34,OUT049,1616.3262
FDG47,OUT019,426.79996
NCF18,OUT035,3249.1018
FDL39,OUT019,444.18442
NCH55,OUT035,2104.1958
DRJ35,OUT049,1020.4032
FDS44,OUT035,4392.9883
DRE01,OUT018,3567.0122
FDY39,OUT013,3810.5466
FDY32,OUT018,2537.9705
FDR33,OUT027,3096.9111
NCP50,OUT049,1285.4634
FDZ47,OUT018,1528.472
FDU57,OUT049,2518.1719
FDY44,OUT013,3335.662
DRH59,OUT018,900.07965
FDB03,OUT027,6008.5586
FDY46,OUT045,3058.1077
FDM39,OUT045,2539.924
FDY36,OUT035,1333.6829
NCM55,OUT035,3246.753
FDJ50,OUT010,112.7677
DRL60,OUT013,2568.299
NCJ54,OUT049,3774.2234
FDX59,OUT017,621.17584
FDI07,OUT013,3212.6633
DRF51,OUT010,39.679913
FDM14,OUT017,1775.6335
FDP21,OUT045,3170.8987
FDE40,OUT035,1272.4635
FDE05,OUT035,2668.3887
FDM13,OUT027,3133.73
FDC34,OUT027,3998.5247
NCI55,OUT018,1792.187
NCE43,OUT018,2391.0825
FDW58,OUT018,1335.8944
FDG60,OUT045,3849.8464
FDV31,OUT017,2450.483
FDR47,OUT013,3137.8948
FDM60,OUT019,49.901814
NCF06,OUT018,3165.7244
NCN26,OUT027,3161.571
FDQ59,OUT049,1370.4366
FDF09,OUT046,487.3752
NCS06,OUT017,3648.5405
FDT44,OUT046,1759.8071
FDI19,OUT017,3807.209
FDT22,OUT017,1034.7849
NCF54,OUT027,4548.886
DRG25,OUT045,3246.0325
FDB59,OUT017,3100.0518
FDQ37,OUT017,3106.3484
FDP56,OUT035,817.5244
FDW44,OUT035,3034.8972
FDJ26,OUT010,556.0295
FDU43,OUT018,2575.1465
FDW33,OUT045,1572.7832
NCX53,OUT027,3551.9534
FDN56,OUT010,482.04135
DRF15,OUT049,2306.9517
FDO33,OUT017,1955.268
FDZ39,OUT010,184.41994
NCJ19,OUT017,790.6535
FDU01,OUT035,3347.727
FDT12,OUT035,4104.1772
NCM18,OUT018,738.904
FDP19,OUT017,2108.0452
NCR42,OUT049,699.509
FDN10,OUT046,1879.0701
FDG44,OUT017,957.2844
FDQ10,OUT046,2998.3667
DRH13,OUT049,1701.2521
FDT52,OUT013,3786.748
FDM56,OUT045,1649.1608
NCO43,OUT010,309.7856
NCV29,OUT035,3050.4363
NCF06,OUT013,4301.485
FDO50,OUT035,1498.6389
FDT59,OUT013,4287.034
FDX40,OUT027,1090.958
FDE50,OUT017,3360.401
FDX51,OUT017,3396.3013
NCD30,OUT018,1300.6244
FDK15,OUT013,1916.049
FDL12,OUT045,932.1065
FDK46,OUT017,4211.5386
DRH49,OUT010,170.80798
FDQ57,OUT046,2382.6396
FDY59,OUT017,1301.5901
FDO09,OUT018,3653.5667
NCG30,OUT035,2100.4683
FDM09,OUT017,2613.613
NCN17,OUT027,2696.6042
NCS42,OUT013,1225.6528
FDD02,OUT019,317.3935
FDE34,OUT013,3303.7312
FDU38,OUT045,3059.2178
FDB33,OUT046,2800.9666
NCJ29,OUT017,1383.0764
FDZ27,OUT035,749.4974
FDI40,OUT013,1358.9072
FDG22,OUT013,551.9588
FDT51,OUT017,1781.7462
FDF20,OUT018,2913.969
FDV50,OUT035,1925.2325
FDT02,OUT049,638.6756
DRC49,OUT017,2468.8855
FDF26,OUT049,2449.3416
FDV52,OUT035,1896.8894
FDX59,OUT049,617.7203
FDV25,OUT035,4398.5513
FDW23,OUT027,979.48505
FDE53,OUT018,1260.5015
FDA19,OUT017,1826.0994
FDH22,OUT046,1944.5657
NCO41,OUT013,1594.469
FDX12,OUT017,4411.535
FDF17,OUT013,2854.2537
FDS11,OUT045,3777.6836
FDR51,OUT035,2661.7188
FDT49,OUT010,224.54317
FDC56,OUT013,2011.0771
FDR13,OUT027,3086.5078
FDQ60,OUT035,1961.5555
FDN38,OUT049,4305.0537
NCL29,OUT013,2394.0571
FDO13,OUT027,4057.0024
FDE26,OUT018,2225.2073
FDA31,OUT010,421.58664
FDX14,OUT035,1254.3546
FDA34,OUT045,3037.7888
FDF26,OUT013,2313.3433
FDE38,OUT045,2605.8994
DRI11,OUT046,1769.1522
FDQ60,OUT027,2747.3997
FDL21,OUT027,1002.7092
DRC12,OUT027,5545.332
FDC47,OUT046,3769.6404
FDE57,OUT045,2080.7036
FDT14,OUT045,1957.0265
NCZ53,OUT046,2980.499
FDE28,OUT018,3630.0964
FDR19,OUT035,2818.7979
NCF54,OUT019,482.65576
FDZ08,OUT046,1213.9586
NCJ05,OUT018,2273.6296
FDF59,OUT046,1961.688
NCO05,OUT035,1771.521
FDW24,OUT018,553.2335
NCX42,OUT018,2255.2917
NCA53,OUT035,891.2239
FDI45,OUT019,330.1053
FDG46,OUT046,1997.0157
FDM20,OUT010,190.7997
FDW11,OUT010,94.47474
FDX08,OUT035,3385.9001
NCK17,OUT035,784.75726
FDK32,OUT018,2339.792
NCA42,OUT035,2766.7456
DRI01,OUT035,2742.121
NCL55,OUT049,3874.9502
DRE25,OUT018,1280.0076
FDD14,OUT017,2923.5398
FDB10,OUT046,3408.2432
DRN11,OUT035,2308.0996
FDP38,OUT018,458.08685
NCA30,OUT017,2790.9944
FDT15,OUT017,3129.8523
NCP55,OUT018,657.8499
FDF12,OUT035,2343.7273
FDM21,OUT018,3658.7966
FDX56,OUT035,3859.903
FDF10,OUT017,2695.3948
FDT32,OUT045,2847.6292
FDM51,OUT018,1386.525
NCR50,OUT018,2542.0222
FDI19,OUT049,3832.4026
FDX21,OUT017,1636.7908
FDR31,OUT035,2668.882
FDY02,OUT013,4161.6323
NCA29,OUT045,3127.3105
NCX17,OUT046,3117.6711
FDM12,OUT045,3069.8164
FDI53,OUT027,4260.971
NCU30,OUT049,2977.271
FDC56,OUT027,3077.8945
FDK27,OUT018,1732.5144
NCK18,OUT017,3021.2612
FDB52,OUT019,891.6574
